Red ROI - X,,,Blue ROI - X,,,Blue ROI - Y,,,Green ROI - X,,,Green ROI - Y,,,Orange ROI - X,,,Orange ROI - Y,,,Yellow ROI - X,,,Yellow ROI - Y,,,Pink ROI - X,,,Pink ROI - Y,,,Purple ROI - X,,,Purple ROI - Y,,,Red ROI - X,,,Red ROI - Y,,,Blue ROI - X,,,Blue ROI - Y,,,Green ROI - X,,,Green ROI - Y,,,Orange ROI - X,,,Orange ROI - Y,,,Yellow ROI - X,,,Yellow ROI - Y,,,Pink ROI - X,,,Pink ROI - Y,,,
Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,
Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,
566.8353,138.3490,,566.8353,23.8119,,566.8353,82.3663,,566.8353,14.7328,,566.8353,207.8036,,566.8353,70.2038,,566.8353,65.4226,,566.8353,11.2208,,566.8353,34.2830,,566.8353,6.9760,,566.8353,483.8480,,566.8353,6.9760,,566.8353,483.8480,,566.8353,67.2088,,566.8353,96.0326,,566.8353,30.0095,,566.8353,87.7266,,566.8353,28.8750,,566.8353,1233.1000,,566.8353,48.1657,,566.8353,31.2255,,566.8353,7.2994,,566.8353,30.4391,,566.8353,53.7120,,566.8353,82.7600,,
566.9353,133.4203,,566.9353,23.3840,,566.9353,34.8400,,566.9353,28.2826,,566.9353,211.2446,,566.9353,98.0395,,566.9353,79.2934,,566.9353,8.7854,,566.9353,29.9303,,566.9353,15.6269,,566.9353,433.1664,,566.9353,15.6269,,566.9353,433.1664,,566.9353,50.4631,,566.9353,275.6074,,566.9353,20.4758,,566.9353,51.3260,,566.9353,26.6989,,566.9353,1056.9100,,566.9353,46.4681,,566.9353,67.6640,,566.9353,4.2937,,566.9353,16.5783,,566.9353,39.7390,,566.9353,56.5690,,
567.0354,94.2116,,567.0354,11.2466,,567.0354,23.3070,,567.0354,24.6719,,567.0354,63.1704,,567.0354,26.4049,,567.0354,32.1338,,567.0354,19.4826,,567.0354,63.5564,,567.0354,6.8344,,567.0354,405.0570,,567.0354,6.8344,,567.0354,405.0570,,567.0354,40.3212,,567.0354,290.1882,,567.0354,6.8738,,567.0354,16.1585,,567.0354,19.4577,,567.0354,418.2704,,567.0354,60.0364,,567.0354,122.8909,,567.0354,9.7747,,567.0354,16.6272,,567.0354,27.9825,,567.0354,72.3333,,
567.1354,70.8499,,567.1354,3.7716,,567.1354,29.0382,,567.1354,28.8229,,567.1354,36.2393,,567.1354,14.3254,,567.1354,37.1003,,567.1354,25.4964,,567.1354,65.8794,,567.1354,18.1094,,567.1354,1177.4820,,567.1354,18.1094,,567.1354,1177.4820,,567.1354,63.4747,,567.1354,91.7025,,567.1354,11.2137,,567.1354,50.0285,,567.1354,17.7645,,567.1354,180.4160,,567.1354,108.5487,,567.1354,126.0539,,567.1354,11.9119,,567.1354,36.4069,,567.1354,45.2501,,567.1354,85.6492,,
567.2355,95.0626,,567.2355,21.4550,,567.2355,23.0573,,567.2355,13.4988,,567.2355,11.4572,,567.2355,54.4587,,567.2355,31.0174,,567.2355,21.6831,,567.2355,8.1595,,567.2355,32.7747,,567.2355,1489.1510,,567.2355,32.7747,,567.2355,1489.1510,,567.2355,119.3125,,567.2355,95.2338,,567.2355,15.7204,,567.2355,28.2285,,567.2355,29.8946,,567.2355,734.8981,,567.2355,92.2140,,567.2355,107.2941,,567.2355,1.9516,,567.2355,23.0766,,567.2355,49.0489,,567.2355,105.9787,,
567.3356,134.0170,,567.3356,33.8646,,567.3356,23.1325,,567.3356,27.9228,,567.3356,158.4453,,567.3356,81.2056,,567.3356,80.9976,,567.3356,11.3561,,567.3356,36.5572,,567.3356,14.5143,,567.3356,1587.5390,,567.3356,14.5143,,567.3356,1587.5390,,567.3356,42.4497,,567.3356,63.6750,,567.3356,22.1271,,567.3356,41.7205,,567.3356,22.7554,,567.3356,440.0192,,567.3356,51.0677,,567.3356,60.4302,,567.3356,12.7144,,567.3356,9.2748,,567.3356,43.2413,,567.3356,114.9999,,
567.4356,63.2720,,567.4356,29.4800,,567.4356,34.0342,,567.4356,33.0390,,567.4356,97.5082,,567.4356,82.3922,,567.4356,90.7770,,567.4356,18.9871,,567.4356,28.7990,,567.4356,21.8838,,567.4356,803.7598,,567.4356,21.8838,,567.4356,803.7598,,567.4356,55.9709,,567.4356,56.4410,,567.4356,26.7738,,567.4356,57.7872,,567.4356,19.4256,,567.4356,1051.7860,,567.4356,26.4560,,567.4356,22.2686,,567.4356,25.6371,,567.4356,21.8343,,567.4356,47.4871,,567.4356,81.3193,,
567.5357,104.7110,,567.5357,12.8382,,567.5357,10.1288,,567.5357,6.0440,,567.5357,168.5908,,567.5357,51.5805,,567.5357,27.8753,,567.5357,31.2623,,567.5357,73.1334,,567.5357,9.1606,,567.5357,981.7083,,567.5357,9.1606,,567.5357,981.7083,,567.5357,76.0872,,567.5357,20.6298,,567.5357,24.8355,,567.5357,7.9851,,567.5357,26.6849,,567.5357,1457.1080,,567.5357,18.2027,,567.5357,88.8879,,567.5357,21.3492,,567.5357,11.0187,,567.5357,43.9374,,567.5357,60.2105,,
567.6357,73.8999,,567.6357,6.7283,,567.6357,6.3055,,567.6357,32.7441,,567.6357,185.2943,,567.6357,51.6576,,567.6357,21.5272,,567.6357,27.0568,,567.6357,51.7909,,567.6357,13.0570,,567.6357,1290.9020,,567.6357,13.0570,,567.6357,1290.9020,,567.6357,66.0873,,567.6357,74.3798,,567.6357,9.1262,,567.6357,47.7604,,567.6357,24.4252,,567.6357,916.3569,,567.6357,12.2343,,567.6357,57.9499,,567.6357,7.7256,,567.6357,29.8537,,567.6357,16.7898,,567.6357,74.6895,,
567.7358,53.9936,,567.7358,5.8503,,567.7358,34.0515,,567.7358,38.8810,,567.7358,154.7160,,567.7358,90.8226,,567.7358,93.9337,,567.7358,22.3469,,567.7358,28.1522,,567.7358,21.7320,,567.7358,1492.4910,,567.7358,21.7320,,567.7358,1492.4910,,567.7358,39.3042,,567.7358,100.5842,,567.7358,10.8161,,567.7358,52.6875,,567.7358,26.2742,,567.7358,507.1765,,567.7358,14.9540,,567.7358,103.3510,,567.7358,15.7292,,567.7358,37.4885,,567.7358,14.6741,,567.7358,82.1390,,
567.8359,76.6342,,567.8359,7.8636,,567.8359,29.2443,,567.8359,18.0640,,567.8359,160.0237,,567.8359,92.3484,,567.8359,94.8535,,567.8359,22.9951,,567.8359,41.7602,,567.8359,12.1064,,567.8359,1410.2590,,567.8359,12.1064,,567.8359,1410.2590,,567.8359,42.2008,,567.8359,57.1289,,567.8359,11.7452,,567.8359,25.1844,,567.8359,19.8688,,567.8359,142.9489,,567.8359,3.6890,,567.8359,89.5507,,567.8359,8.7969,,567.8359,31.3301,,567.8359,18.2873,,567.8359,49.6236,,
567.9359,56.5195,,567.9359,13.6372,,567.9359,51.2261,,567.9359,28.2222,,567.9359,135.5586,,567.9359,35.7409,,567.9359,100.8891,,567.9359,11.5707,,567.9359,105.5579,,567.9359,23.4406,,567.9359,296.5133,,567.9359,23.4406,,567.9359,296.5133,,567.9359,88.9802,,567.9359,93.9152,,567.9359,6.2882,,567.9359,28.7888,,567.9359,3.8413,,567.9359,491.6234,,567.9359,35.6298,,567.9359,21.5246,,567.9359,7.1495,,567.9359,21.2110,,567.9359,18.2933,,567.9359,31.7600,,
568.0360,49.3349,,568.0360,5.7844,,568.0360,6.8602,,568.0360,28.7814,,568.0360,118.9233,,568.0360,77.6721,,568.0360,112.7376,,568.0360,14.9293,,568.0360,74.7160,,568.0360,2.0452,,568.0360,188.0084,,568.0360,2.0452,,568.0360,188.0084,,568.0360,69.2095,,568.0360,109.3162,,568.0360,7.4757,,568.0360,18.0879,,568.0360,26.2960,,568.0360,701.2983,,568.0360,47.2058,,568.0360,19.4965,,568.0360,8.1189,,568.0360,9.1346,,568.0360,24.3843,,568.0360,107.7555,,
568.1360,75.5919,,568.1360,8.5977,,568.1360,36.8110,,568.1360,24.3124,,568.1360,33.7901,,568.1360,69.1627,,568.1360,121.9495,,568.1360,14.2674,,568.1360,46.9559,,568.1360,32.9262,,568.1360,923.5651,,568.1360,32.9262,,568.1360,923.5651,,568.1360,39.5807,,568.1360,192.1723,,568.1360,17.2397,,568.1360,45.2956,,568.1360,42.5367,,568.1360,304.0712,,568.1360,21.6675,,568.1360,19.0783,,568.1360,13.8836,,568.1360,19.0516,,568.1360,70.7180,,568.1360,110.8983,,
568.2361,46.5221,,568.2361,10.9317,,568.2361,34.4042,,568.2361,14.6074,,568.2361,103.5592,,568.2361,56.9831,,568.2361,126.0189,,568.2361,15.9156,,568.2361,6.6304,,568.2361,33.4459,,568.2361,814.5256,,568.2361,33.4459,,568.2361,814.5256,,568.2361,22.7892,,568.2361,111.0320,,568.2361,22.7249,,568.2361,74.1802,,568.2361,33.4218,,568.2361,109.6896,,568.2361,29.3463,,568.2361,9.3965,,568.2361,19.5224,,568.2361,40.9678,,568.2361,76.9371,,568.2361,196.2473,,
568.3362,72.5163,,568.3362,9.1756,,568.3362,6.9281,,568.3362,13.9058,,568.3362,222.1600,,568.3362,51.3885,,568.3362,54.5047,,568.3362,15.1829,,568.3362,32.2202,,568.3362,6.4303,,568.3362,571.2833,,568.3362,6.4303,,568.3362,571.2833,,568.3362,42.2428,,568.3362,5.4235,,568.3362,20.8644,,568.3362,59.3080,,568.3362,25.5939,,568.3362,413.9002,,568.3362,27.4469,,568.3362,33.2035,,568.3362,15.8816,,568.3362,34.4951,,568.3362,53.4288,,568.3362,176.7809,,
568.4362,47.8241,,568.4362,10.7742,,568.4362,19.5954,,568.4362,20.2278,,568.4362,278.4832,,568.4362,51.6563,,568.4362,61.9259,,568.4362,1.9398,,568.4362,21.2338,,568.4362,20.3974,,568.4362,1386.8900,,568.4362,20.3974,,568.4362,1386.8900,,568.4362,2.9471,,568.4362,143.4651,,568.4362,16.2297,,568.4362,26.1119,,568.4362,23.5131,,568.4362,467.0032,,568.4362,58.2873,,568.4362,28.0518,,568.4362,11.7044,,568.4362,2.7592,,568.4362,34.7967,,568.4362,158.1401,,
568.5363,95.9029,,568.5363,4.3043,,568.5363,20.5306,,568.5363,35.0904,,568.5363,72.5129,,568.5363,20.9079,,568.5363,99.0089,,568.5363,11.3912,,568.5363,62.2290,,568.5363,31.2219,,568.5363,989.1275,,568.5363,31.2219,,568.5363,989.1275,,568.5363,64.0664,,568.5363,195.4598,,568.5363,7.4506,,568.5363,5.1531,,568.5363,22.3933,,568.5363,472.3493,,568.5363,23.1242,,568.5363,29.8984,,568.5363,13.9583,,568.5363,27.0563,,568.5363,37.5691,,568.5363,121.8118,,
568.6363,44.6782,,568.6363,9.6888,,568.6363,33.7560,,568.6363,18.0435,,568.6363,164.3512,,568.6363,28.4328,,568.6363,102.9154,,568.6363,27.0704,,568.6363,107.4398,,568.6363,17.7119,,568.6363,1000.3960,,568.6363,17.7119,,568.6363,1000.3960,,568.6363,41.9257,,568.6363,83.7025,,568.6363,6.7958,,568.6363,44.6578,,568.6363,2.9821,,568.6363,770.7667,,568.6363,26.9701,,568.6363,13.4080,,568.6363,18.5406,,568.6363,41.4483,,568.6363,30.2663,,568.6363,92.3642,,
568.7364,20.8709,,568.7364,12.2684,,568.7364,36.6954,,568.7364,27.2648,,568.7364,226.3441,,568.7364,24.1692,,568.7364,83.7768,,568.7364,20.2892,,568.7364,65.5112,,568.7364,7.6809,,568.7364,1496.0590,,568.7364,7.6809,,568.7364,1496.0590,,568.7364,30.7567,,568.7364,26.7996,,568.7364,3.9542,,568.7364,42.9058,,568.7364,33.2117,,568.7364,624.9452,,568.7364,53.2083,,568.7364,97.5215,,568.7364,8.1678,,568.7364,20.8183,,568.7364,29.5798,,568.7364,87.8707,,
568.8364,48.4523,,568.8364,10.9535,,568.8364,3.2081,,568.8364,53.2980,,568.8364,361.9768,,568.8364,60.5135,,568.8364,33.3414,,568.8364,11.8396,,568.8364,17.6004,,568.8364,6.9729,,568.8364,1470.9900,,568.8364,6.9729,,568.8364,1470.9900,,568.8364,24.5109,,568.8364,158.6276,,568.8364,18.1943,,568.8364,29.3626,,568.8364,52.3036,,568.8364,256.4018,,568.8364,64.8499,,568.8364,158.0359,,568.8364,6.4434,,568.8364,33.1027,,568.8364,32.2565,,568.8364,40.8742,,
568.9365,117.3709,,568.9365,15.5326,,568.9365,13.2734,,568.9365,24.9852,,568.9365,362.1385,,568.9365,46.8249,,568.9365,71.1579,,568.9365,11.3913,,568.9365,19.1182,,568.9365,15.5468,,568.9365,908.6135,,568.9365,15.5468,,568.9365,908.6135,,568.9365,21.6889,,568.9365,214.0015,,568.9365,24.4404,,568.9365,20.3976,,568.9365,34.4976,,568.9365,978.1872,,568.9365,26.8094,,568.9365,166.2828,,568.9365,8.1032,,568.9365,12.5576,,568.9365,33.2519,,568.9365,123.0195,,
569.0366,53.6018,,569.0366,15.8536,,569.0366,7.5372,,569.0366,11.6228,,569.0366,186.6113,,569.0366,17.9233,,569.0366,122.7240,,569.0366,24.5665,,569.0366,30.4494,,569.0366,23.8082,,569.0366,266.5871,,569.0366,23.8082,,569.0366,266.5871,,569.0366,10.5113,,569.0366,91.0421,,569.0366,22.8675,,569.0366,26.3437,,569.0366,18.1649,,569.0366,724.6210,,569.0366,15.7480,,569.0366,75.1494,,569.0366,9.0121,,569.0366,18.5197,,569.0366,33.0362,,569.0366,131.9111,,
569.1366,45.4192,,569.1366,5.1110,,569.1366,8.7115,,569.1366,9.0659,,569.1366,82.7173,,569.1366,14.8661,,569.1366,159.4382,,569.1366,12.9393,,569.1366,15.3555,,569.1366,23.4978,,569.1366,673.7603,,569.1366,23.4978,,569.1366,673.7603,,569.1366,21.9028,,569.1366,165.6775,,569.1366,20.6616,,569.1366,76.1939,,569.1366,27.0326,,569.1366,214.3021,,569.1366,16.3577,,569.1366,81.5494,,569.1366,4.3797,,569.1366,33.5178,,569.1366,31.9302,,569.1366,65.4656,,
569.2367,14.4890,,569.2367,8.2226,,569.2367,15.9872,,569.2367,9.4123,,569.2367,137.8252,,569.2367,34.5628,,569.2367,105.3789,,569.2367,13.0820,,569.2367,20.2693,,569.2367,13.3532,,569.2367,649.9070,,569.2367,13.3532,,569.2367,649.9070,,569.2367,44.7931,,569.2367,321.8042,,569.2367,17.0149,,569.2367,76.4770,,569.2367,13.2422,,569.2367,725.0043,,569.2367,31.8832,,569.2367,147.5834,,569.2367,6.1670,,569.2367,37.7371,,569.2367,25.5340,,569.2367,81.9206,,
569.3367,98.1020,,569.3367,11.5443,,569.3367,65.1687,,569.3367,21.0369,,569.3367,23.8124,,569.3367,27.5537,,569.3367,98.3472,,569.3367,16.4871,,569.3367,68.0420,,569.3367,19.5045,,569.3367,235.2655,,569.3367,19.5045,,569.3367,235.2655,,569.3367,58.3450,,569.3367,246.6358,,569.3367,4.7943,,569.3367,72.1769,,569.3367,8.2129,,569.3367,763.1975,,569.3367,52.5798,,569.3367,88.5889,,569.3367,15.4086,,569.3367,43.6429,,569.3367,38.6397,,569.3367,107.5107,,
569.4368,104.5078,,569.4368,10.3378,,569.4368,67.0046,,569.4368,39.9445,,569.4368,63.9312,,569.4368,59.8518,,569.4368,39.6783,,569.4368,12.5583,,569.4368,56.5028,,569.4368,4.4156,,569.4368,494.0466,,569.4368,4.4156,,569.4368,494.0466,,569.4368,30.3045,,569.4368,142.2194,,569.4368,12.0747,,569.4368,57.9712,,569.4368,5.2205,,569.4368,535.7216,,569.4368,41.1929,,569.4368,89.2460,,569.4368,20.4635,,569.4368,32.2851,,569.4368,44.6689,,569.4368,56.2337,,
569.5369,44.9745,,569.5369,5.3377,,569.5369,35.2965,,569.5369,42.3495,,569.5369,271.2793,,569.5369,79.0135,,569.5369,62.2690,,569.5369,14.3013,,569.5369,67.9435,,569.5369,16.7661,,569.5369,818.2256,,569.5369,16.7661,,569.5369,818.2256,,569.5369,32.2803,,569.5369,157.6629,,569.5369,16.7700,,569.5369,19.5823,,569.5369,23.2045,,569.5369,336.9200,,569.5369,13.7801,,569.5369,94.2213,,569.5369,8.4963,,569.5369,18.0876,,569.5369,34.1035,,569.5369,166.5055,,
569.6369,76.8703,,569.6369,13.3120,,569.6369,42.3637,,569.6369,4.9573,,569.6369,222.0708,,569.6369,84.4382,,569.6369,51.5500,,569.6369,20.8878,,569.6369,88.8594,,569.6369,20.3763,,569.6369,691.6179,,569.6369,20.3763,,569.6369,691.6179,,569.6369,55.0728,,569.6369,123.6384,,569.6369,0.9040,,569.6369,36.7197,,569.6369,43.8523,,569.6369,578.0780,,569.6369,51.6588,,569.6369,57.0820,,569.6369,10.7901,,569.6369,2.3849,,569.6369,31.9052,,569.6369,197.9168,,
569.7370,60.5621,,569.7370,15.6770,,569.7370,46.8841,,569.7370,22.1929,,569.7370,15.7129,,569.7370,53.4540,,569.7370,55.9816,,569.7370,17.2185,,569.7370,28.1954,,569.7370,25.6832,,569.7370,1028.9110,,569.7370,25.6832,,569.7370,1028.9110,,569.7370,80.0306,,569.7370,169.4978,,569.7370,15.9530,,569.7370,6.7564,,569.7370,35.9069,,569.7370,228.8208,,569.7370,84.8052,,569.7370,139.9539,,569.7370,15.1350,,569.7370,16.2904,,569.7370,3.6335,,569.7370,123.2174,,
569.8370,63.9225,,569.8370,9.6306,,569.8370,20.0257,,569.8370,36.4412,,569.8370,72.1442,,569.8370,64.3353,,569.8370,50.4830,,569.8370,10.1107,,569.8370,38.3692,,569.8370,17.3451,,569.8370,1013.3510,,569.8370,17.3451,,569.8370,1013.3510,,569.8370,99.3459,,569.8370,238.6583,,569.8370,17.5634,,569.8370,22.0938,,569.8370,24.5592,,569.8370,168.5191,,569.8370,80.0466,,569.8370,140.3355,,569.8370,14.9794,,569.8370,9.8244,,569.8370,12.0392,,569.8370,184.3820,,
569.9371,62.7912,,569.9371,4.5516,,569.9371,33.4599,,569.9371,42.0393,,569.9371,155.7507,,569.9371,54.1033,,569.9371,31.9361,,569.9371,10.1480,,569.9371,85.7170,,569.9371,13.7770,,569.9371,522.2869,,569.9371,13.7770,,569.9371,522.2869,,569.9371,86.6916,,569.9371,206.3924,,569.9371,8.7527,,569.9371,11.3586,,569.9371,21.4082,,569.9371,732.6765,,569.9371,60.3975,,569.9371,80.3788,,569.9371,15.1780,,569.9371,23.4469,,569.9371,48.4779,,569.9371,270.3798,,
570.0372,30.1951,,570.0372,12.8189,,570.0372,41.5802,,570.0372,27.0380,,570.0372,118.4478,,570.0372,89.4361,,570.0372,30.0323,,570.0372,7.0823,,570.0372,76.8028,,570.0372,22.9860,,570.0372,768.0153,,570.0372,22.9860,,570.0372,768.0153,,570.0372,24.1380,,570.0372,92.4923,,570.0372,8.0319,,570.0372,36.5219,,570.0372,26.1819,,570.0372,1487.3730,,570.0372,57.9580,,570.0372,37.9691,,570.0372,18.5346,,570.0372,38.7450,,570.0372,52.1620,,570.0372,294.6190,,
570.1372,41.9145,,570.1372,5.6832,,570.1372,33.7415,,570.1372,9.7478,,570.1372,153.9880,,570.1372,67.6864,,570.1372,63.9171,,570.1372,9.8355,,570.1372,55.6543,,570.1372,24.6121,,570.1372,447.9773,,570.1372,24.6121,,570.1372,447.9773,,570.1372,48.9978,,570.1372,154.3253,,570.1372,11.7913,,570.1372,27.6256,,570.1372,23.4341,,570.1372,1124.0090,,570.1372,51.2167,,570.1372,26.4101,,570.1372,24.5695,,570.1372,24.2571,,570.1372,36.4689,,570.1372,61.6958,,
570.2373,60.0138,,570.2373,8.0852,,570.2373,56.9776,,570.2373,34.1670,,570.2373,144.2491,,570.2373,41.5384,,570.2373,68.6127,,570.2373,19.8167,,570.2373,64.6893,,570.2373,13.9771,,570.2373,241.3593,,570.2373,13.9771,,570.2373,241.3593,,570.2373,49.3385,,570.2373,184.0804,,570.2373,12.0487,,570.2373,38.6705,,570.2373,10.9609,,570.2373,526.8344,,570.2373,24.2100,,570.2373,73.8575,,570.2373,11.0957,,570.2373,30.6418,,570.2373,20.9371,,570.2373,147.0157,,
570.3373,71.1388,,570.3373,5.3111,,570.3373,97.8214,,570.3373,23.5707,,570.3373,163.2506,,570.3373,41.6542,,570.3373,47.8051,,570.3373,15.2743,,570.3373,34.6026,,570.3373,13.9423,,570.3373,369.3159,,570.3373,13.9423,,570.3373,369.3159,,570.3373,47.0226,,570.3373,159.2249,,570.3373,15.6198,,570.3373,57.6579,,570.3373,26.8669,,570.3373,421.4616,,570.3373,37.5599,,570.3373,88.9358,,570.3373,11.7070,,570.3373,33.4791,,570.3373,10.6367,,570.3373,132.6737,,
570.4374,29.6501,,570.4374,9.9878,,570.4374,49.9985,,570.4374,6.9182,,570.4374,142.9062,,570.4374,51.8730,,570.4374,51.6184,,570.4374,6.1888,,570.4374,53.6038,,570.4374,34.3000,,570.4374,342.9214,,570.4374,34.3000,,570.4374,342.9214,,570.4374,38.5562,,570.4374,138.1445,,570.4374,14.9816,,570.4374,38.0455,,570.4374,29.8723,,570.4374,697.5178,,570.4374,49.9548,,570.4374,76.3790,,570.4374,2.3189,,570.4374,4.2310,,570.4374,20.1263,,570.4374,94.4333,,
570.5375,22.8885,,570.5375,21.5003,,570.5375,36.5321,,570.5375,2.4712,,570.5375,225.4770,,570.5375,50.0303,,570.5375,67.5019,,570.5375,19.7804,,570.5375,89.7690,,570.5375,32.0500,,570.5375,370.1462,,570.5375,32.0500,,570.5375,370.1462,,570.5375,53.4271,,570.5375,136.1030,,570.5375,6.8439,,570.5375,24.5552,,570.5375,45.7998,,570.5375,582.7796,,570.5375,68.8548,,570.5375,28.8172,,570.5375,13.0599,,570.5375,24.9801,,570.5375,32.1951,,570.5375,116.1299,,
570.6375,54.0434,,570.6375,12.8043,,570.6375,80.5072,,570.6375,9.2917,,570.6375,131.7708,,570.6375,27.1428,,570.6375,59.7601,,570.6375,14.4023,,570.6375,89.9116,,570.6375,17.4121,,570.6375,372.2689,,570.6375,17.4121,,570.6375,372.2689,,570.6375,21.5701,,570.6375,84.7338,,570.6375,12.8409,,570.6375,53.9945,,570.6375,24.8081,,570.6375,636.1407,,570.6375,54.6240,,570.6375,57.0491,,570.6375,4.6765,,570.6375,41.9055,,570.6375,31.4351,,570.6375,48.3044,,
570.7376,53.8839,,570.7376,2.4394,,570.7376,76.2768,,570.7376,19.3881,,570.7376,132.5060,,570.7376,26.4580,,570.7376,38.0130,,570.7376,12.8337,,570.7376,49.5459,,570.7376,16.0050,,570.7376,965.6284,,570.7376,16.0050,,570.7376,965.6284,,570.7376,62.3951,,570.7376,149.2439,,570.7376,17.5116,,570.7376,75.6517,,570.7376,27.6224,,570.7376,676.3690,,570.7376,28.4659,,570.7376,30.6077,,570.7376,9.8735,,570.7376,16.8814,,570.7376,46.3037,,570.7376,192.1151,,
570.8376,72.3620,,570.8376,11.2072,,570.8376,49.0027,,570.8376,19.7663,,570.8376,92.8896,,570.8376,62.0925,,570.8376,36.3175,,570.8376,6.5589,,570.8376,47.7174,,570.8376,13.4945,,570.8376,931.5562,,570.8376,13.4945,,570.8376,931.5562,,570.8376,54.2323,,570.8376,235.0155,,570.8376,5.3152,,570.8376,42.9509,,570.8376,26.3830,,570.8376,849.8218,,570.8376,47.7070,,570.8376,83.3733,,570.8376,17.2976,,570.8376,13.6830,,570.8376,26.2154,,570.8376,225.1563,,
570.9377,59.9389,,570.9377,11.2610,,570.9377,39.3323,,570.9377,42.4557,,570.9377,116.8703,,570.9377,24.2107,,570.9377,41.9941,,570.9377,23.3495,,570.9377,72.7240,,570.9377,17.6867,,570.9377,964.0847,,570.9377,17.6867,,570.9377,964.0847,,570.9377,35.4269,,570.9377,111.3698,,570.9377,8.8733,,570.9377,34.6992,,570.9377,28.8244,,570.9377,853.9533,,570.9377,41.8177,,570.9377,49.3608,,570.9377,21.1968,,570.9377,38.3099,,570.9377,2.1255,,570.9377,167.9399,,
571.0378,56.7166,,571.0378,7.1350,,571.0378,50.5489,,571.0378,33.7872,,571.0378,173.0661,,571.0378,31.2924,,571.0378,42.6301,,571.0378,14.5416,,571.0378,42.6710,,571.0378,3.9871,,571.0378,1095.9100,,571.0378,3.9871,,571.0378,1095.9100,,571.0378,42.9695,,571.0378,75.6166,,571.0378,14.6583,,571.0378,49.4752,,571.0378,49.5524,,571.0378,1039.9070,,571.0378,28.4988,,571.0378,13.4002,,571.0378,6.5519,,571.0378,55.2735,,571.0378,16.2264,,571.0378,264.4771,,
571.1378,12.9443,,571.1378,10.3849,,571.1378,52.9074,,571.1378,11.2447,,571.1378,124.8571,,571.1378,44.0900,,571.1378,16.4940,,571.1378,26.9393,,571.1378,39.2693,,571.1378,6.7805,,571.1378,1410.8640,,571.1378,6.7805,,571.1378,1410.8640,,571.1378,58.1773,,571.1378,28.5205,,571.1378,6.4794,,571.1378,18.2339,,571.1378,62.8822,,571.1378,1078.2550,,571.1378,16.6602,,571.1378,84.7085,,571.1378,10.1982,,571.1378,32.3514,,571.1378,8.5584,,571.1378,210.0079,,
571.2379,42.3156,,571.2379,11.5748,,571.2379,25.3171,,571.2379,10.8536,,571.2379,311.6029,,571.2379,13.1677,,571.2379,19.3440,,571.2379,18.5775,,571.2379,70.4300,,571.2379,4.7755,,571.2379,1540.8520,,571.2379,4.7755,,571.2379,1540.8520,,571.2379,57.8461,,571.2379,139.0198,,571.2379,3.1843,,571.2379,51.7965,,571.2379,44.3443,,571.2379,848.4252,,571.2379,30.1271,,571.2379,134.3233,,571.2379,7.0703,,571.2379,58.3413,,571.2379,24.6797,,571.2379,114.7505,,
571.3379,53.3992,,571.3379,4.1816,,571.3379,40.4968,,571.3379,20.9733,,571.3379,287.1290,,571.3379,39.4328,,571.3379,61.8816,,571.3379,9.1398,,571.3379,77.4142,,571.3379,2.2063,,571.3379,1905.9020,,571.3379,2.2063,,571.3379,1905.9020,,571.3379,12.2355,,571.3379,190.8063,,571.3379,6.7144,,571.3379,58.5196,,571.3379,17.4267,,571.3379,395.5678,,571.3379,25.5866,,571.3379,105.9634,,571.3379,3.4860,,571.3379,40.4035,,571.3379,45.2103,,571.3379,25.8948,,
