Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Green_Y,Orange_X,Orange_Y,Yellow_X,Yellow_Y,Pink_X,Pink_Y,Purple_X,Red2_X,Red2_Y,Blue2_X,Green2_X,Orange2_X,Yellow2_X,Pink2_X
214.0602,4.8501,17.1159,7.7114,32.3266,17.3086,59.4878,8.5707,1.7935,35.6766,193.5872,14.5641,68.1718,19.5893,29.5858,220.6129,26.1544,7.0588,29.6866,28.5756,26.7266
214.1603,10.0887,46.5446,14.6649,47.7471,11.8626,41.5537,2.7787,1.238,28.1011,146.272,10.3411,55.0834,15.2076,42.6327,143.1989,25.5236,6.7476,23.501,19.8387,32.1187
214.2604,6.6701,49.5892,9.5127,37.6644,18.0516,63.9326,3.4424,1.3798,40.3015,177.5396,9.3454,37.3722,7.8847,39.8385,77.8515,8.6824,4.7552,13.6731,37.379,24.7184
214.3605,4.4403,55.5606,15.5563,66.2985,9.2487,45.1492,5.3565,1.3909,35.5971,148.2359,24.508,114.3951,17.0147,17.815,80.5542,34.7011,4.4931,13.8018,44.5796,29.6064
214.4605,3.3254,21.1759,9.1112,47.0203,22.1382,53.2173,2.6028,2.2867,35.2272,161.5989,26.9253,139.2544,25.9764,18.948,83.1405,44.6319,5.3026,26.4955,25.4155,35.8394
214.5606,7.0148,47.9947,5.5412,61.4165,22.8973,62.7437,3.7849,3.3756,18.6772,100.9273,8.9589,61.1504,20.6691,25.8709,136.1417,29.8563,7.8665,19.0874,13.75,20.53
214.6607,9.8446,31.0503,5.4324,59.3694,5.1407,19.1955,1.8695,2.2095,16.935,67.9689,5.22,17.6722,19.9508,8.6467,185.6383,44.2175,9.4781,5.0768,25.948,8.4677
214.7608,2.2231,14.7439,7.8692,54.4017,21.9266,68.8655,2.5437,0.9489,26.2944,126.5768,5.7592,15.5379,8.3972,29.4729,132.5856,27.9383,8.3994,16.1786,28.6561,14.4438
214.8608,9.8751,54.8416,3.8624,41.7393,15.9148,53.625,6.7455,1.825,16.3885,72.3308,3.2889,3.0185,23.5701,37.2679,111.4912,9.0962,4.4787,20.3827,18.3998,20.8895
214.9609,13.5331,70.6191,5.5754,34.6999,17.4409,39.0238,8.5475,3.8415,42.4111,199.7459,2.6112,33.1282,25.3968,13.801,90.8427,24.7053,3.4648,21.2917,21.3578,51.3988
215.061,16.5441,75.8016,12.5533,52.3795,26.2388,62.6797,3.1456,3.6181,8.7933,36.42,7.3344,57.84,9.6315,9.7978,112.7595,27.3731,11.4607,18.823,18.6854,33.8623
215.1611,15.0092,62.642,12.4616,66.892,15.7571,33.6943,2.3553,1.7134,17.4871,54.8363,12.0702,65.5696,12.8897,13.7134,159.1017,10.9523,16.0077,14.0078,38.2305,23.5973
215.2611,10.2295,56.9251,7.1066,39.1015,23.9081,61.8361,2.1673,2.5699,5.6087,39.0162,3.9587,22.6963,21.7812,30.0033,138.2526,25.1041,12.4696,28.793,42.321,70.9774
215.3612,15.8755,73.3738,2.5821,17.4749,21.2917,59.8435,0.4934,2.7839,5.623,30.0195,13.7547,56.5677,10.0601,8.7311,103.0434,12.7807,5.712,17.3916,19.4546,76.2193
215.4613,7.9685,54.1017,6.4562,46.7399,16.5775,47.4996,4.9328,5.4477,20.4941,90.0997,19.8586,69.7087,14.1713,17.8487,115.9184,17.2909,4.891,4.0786,8.4611,31.7956
215.5614,5.0817,63.9003,10.7277,56.9766,24.184,65.1002,4.5647,5.7002,22.3724,96.0653,20.464,78.9453,22.6272,13.9831,87.3235,36.3927,3.8125,14.1165,24.7585,42.7225
215.6614,12.7324,102.7672,11.5118,59.1028,22.1184,50.6119,1.3315,2.7649,10.6284,60.1832,19.0977,64.7267,25.0104,4.5441,54.3028,32.321,10.7412,28.7095,76.4033,4.846
215.7615,16.583,88.8699,8.1137,31.2265,29.6608,70.6489,2.5077,1.5978,10.1412,33.8717,19.6947,92.2548,25.5878,14.2877,40.5956,22.1123,14.289,35.0645,73.6643,55.8466
215.8616,13.3962,63.3067,4.066,22.797,24.5771,34.8007,5.1868,3.2695,4.478,27.3306,12.1811,80.0231,11.5152,10.4759,147.2599,46.2665,8.5413,25.7155,30.8363,24.772
215.9617,14.774,87.1804,4.5954,10.7915,14.7356,4.8063,3.6907,3.3807,17.2781,69.7839,20.108,104.468,11.9474,10.2514,251.782,39.123,8.6325,15.1045,11.9223,30.4641
216.0617,8.9165,59.1687,5.0512,34.1587,26.4854,54.1511,2.3944,0.9161,17.4899,97.1395,17.283,76.6338,22.7332,9.2172,116.1638,31.5311,8.7282,27.5954,22.6369,20.1084
216.1618,8.6962,45.0826,5.0052,43.3457,27.0115,61.8837,4.6907,2.1941,12.4037,58.651,10.4551,46.6502,21.7023,21.3252,66.7217,37.8396,13.3548,25.4315,39.5162,33.8047
216.2619,13.9311,95.4936,6.5108,17.0329,4.2155,5.681,5.4904,2.83,24.6425,115.3414,11.7148,51.5542,10.7956,31.3861,80.264,34.1125,16.9371,22.034,20.9935,14.2084
216.362,6.2556,73.0442,4.6759,11.1389,6.5647,27.7331,3.5109,3.3811,22.6962,106.6506,16.0246,65.6963,20.4275,35.5729,151.8831,24.9188,12.9208,13.1426,28.9019,29.5791
216.462,13.0849,74.8989,0.7764,1.8671,5.6773,2.2747,2.7637,2.2807,51.5896,219.9803,19.4267,102.9751,26.4704,24.0202,158.3626,39.4235,5.6413,3.5959,43.1408,11.3296
216.5621,17.1596,95.3764,5.2945,27.4206,11.1321,22.1308,3.1326,2.5309,51.7669,222.7839,17.7261,101.6161,24.5175,32.3194,60.0504,30.2036,4.694,16.6223,43.1886,38.8858
216.6622,11.2567,53.5128,9.3592,28.2247,11.2258,29.794,2.8057,4.0756,32.8793,156.2491,12.1416,61.774,6.4073,16.9082,57.1134,29.0027,12.1859,32.0437,25.1631,40.2159
216.7623,9.6499,38.6683,4.0274,15.7893,19.3005,64.5536,4.2046,4.3227,22.562,115.6038,8.4535,41.4713,34.3864,14.679,38.1644,15.6186,25.0973,32.881,43.4718,20.7451
216.8623,25.2644,89.9302,5.602,23.554,46.5235,132.3526,5.1075,1.9144,5.7645,34.1893,8.3799,65.7657,27.6514,10.1121,34.3397,32.2168,17.674,19.5151,6.1979,35.4332
216.9624,14.8455,80.269,5.8841,12.1506,45.0101,103.5522,3.3068,2.8865,21.7657,67.9426,15.6319,74.2483,12.8134,13.1024,39.5059,13.7313,3.8145,15.4479,22.5811,11.4416
217.0625,22.9796,149.4104,11.3463,25.6979,34.1078,81.6955,5.5458,5.7698,20.8113,52.9407,20.7005,80.7398,12.7565,25.7028,170.3601,16.7686,6.9246,23.1793,33.4641,14.554
217.1626,17.14,119.1743,12.1304,12.8387,10.0131,35.643,5.3159,2.6947,12.6219,63.4276,7.3358,32.7807,8.0089,34.9445,163.2302,22.1545,7.8084,15.6299,38.7193,59.792
217.2626,13.5976,104.6729,4.9995,37.5424,14.2373,31.398,0.6839,0.7259,26.7667,119.6365,21.301,80.0254,8.5475,32.498,41.5197,13.8619,4.4437,4.4576,49.9581,71.9079
217.3627,5.0755,45.586,4.2082,21.416,13.4509,29.348,2.1537,1.0011,35.2758,195.5294,29.3622,103.2807,23.3313,20.3575,54.3385,13.8686,2.3227,3.4707,31.636,38.0929
217.4628,15.9011,110.0028,6.666,52.4836,9.3612,35.1105,0.9553,0.8665,41.429,220.716,10.7211,34.161,27.2713,27.7585,112.3886,39.3919,1.3678,13.3921,24.3014,16.3648
217.5629,17.3094,97.6166,0.7697,34.0364,35.4347,104.1024,2.4271,2.1126,22.113,120.7568,9.8796,64.0734,12.7632,9.4591,127.7143,50.6065,5.1734,15.3514,68.2306,28.675
217.6629,14.3276,102.611,4.8263,24.7506,30.7038,92.5762,6.4439,1.6292,13.3148,72.2358,15.642,62.5275,12.1991,10.1321,59.7311,44.5891,9.1283,15.4176,65.3668,42.8727
217.763,11.7961,65.9145,8.5876,40.0911,1.7453,12.8226,5.9084,2.0489,13.3379,65.3871,9.4804,14.1885,15.2349,8.6286,88.3769,35.125,6.642,9.4198,34.5608,20.0134
217.8631,7.7427,43.3418,5.1345,15.246,11.1757,28.6794,2.4845,0.9198,6.9281,61.4748,9.0292,31.401,21.1327,11.4742,99.0141,14.4163,9.689,12.4035,41.9155,69.6671
217.9631,17.1445,71.0908,6.0512,31.5203,4.5471,14.6572,2.4087,1.4863,5.0524,58.1558,14.303,75.9375,21.7927,42.1596,46.5879,19.6673,8.2851,8.3935,25.258,25.6971
218.0632,14.1053,55.0536,3.4918,22.3709,19.5538,41.5043,4.507,3.1751,9.4747,33.7114,9.1131,60.0311,19.2751,49.9762,28.6451,13.2037,4.4269,25.1893,11.0766,21.7187
218.1633,8.8872,36.8724,10.3551,46.4277,20.4104,46.3504,6.0935,3.9931,23.8545,83.6403,8.8043,51.2132,29.747,27.661,51.7841,21.5153,2.1647,16.4567,15.139,17.7856
218.2634,10.1271,60.6209,12.3905,39.453,12.1293,40.139,2.3023,2.8758,5.2814,39.058,9.9948,45.445,8.5458,6.2349,50.0598,19.6392,9.7117,15.1619,21.7105,37.4757
218.3634,15.1274,107.9663,6.8301,10.7355,14.0994,30.53,3.2274,2.3099,29.255,138.7809,15.3258,64.4731,16.0253,21.4198,64.8624,33.4679,9.903,31.3457,45.4184,45.5854
218.4635,6.5872,40.8946,4.039,17.9818,12.5095,37.7675,4.3491,0.6591,12.9329,47.4632,6.8145,15.3079,22.1946,23.2767,50.1779,35.0808,1.0798,34.8715,51.7319,7.8806
218.5636,14.7159,50.7796,8.0183,12.7169,18.4647,47.6611,4.2148,2.061,9.7933,63.4632,14.151,68.3958,5.9894,13.603,34.3328,11.1753,7.5579,14.0229,12.7844,56.657
218.6637,8.6947,43.8446,5.2194,17.3303,25.0039,62.8584,2.4109,3.27,16.3663,86.7317,15.0312,76.4523,16.4766,11.4685,223.2378,19.455,6.2018,15.9427,32.9529,48.8369
218.7637,0.7288,36.8362,10.555,33.5903,14.4582,59.1652,4.0911,0.8987,16.2429,88.6514,1.67,19.3044,6.6586,4.3085,322.3331,16.4844,4.4142,27.2426,48.971,35.1925
218.8638,9.4645,42.4752,10.0795,32.4568,9.2623,46.5636,2.695,0.9438,24.543,117.8874,21.4917,74.8818,11.6173,5.4929,212.2459,15.2271,3.7361,24.6796,46.2988,28.9981
218.9639,14.9947,64.1726,5.9626,8.192,13.8751,25.6191,4.9948,1.7538,31.9268,156.8323,25.3902,111.1049,11.6336,18.2957,139.0538,26.1391,13.665,20.8314,43.5166,16.1673
219.064,15.4861,76.4051,5.7395,21.074,8.9784,17.4424,6.2603,2.2161,28.2461,133.7622,19.2496,115.4371,11.9178,29.3048,123.5613,25.6929,17.2761,12.5548,32.8575,5.4216
219.164,8.3186,31.8757,8.3544,29.4363,6.9423,28.3145,4.909,3.1277,11.0346,44.3446,16.123,114.7258,3.2321,17.3509,110.3221,12.2534,12.7536,13.3539,73.7215,32.3393
219.2641,9.0305,54.9245,1.3578,14.5114,4.6958,21.2983,2.5452,3.5874,17.0445,60.3301,2.6091,43.1037,16.4619,7.9309,67.5506,18.3325,0.1402,18.7666,85.516,44.1569
219.3642,10.0367,63.7258,10.585,10.8013,17.2519,59.0533,3.3856,2.6,18.7688,67.2725,16.7186,67.0061,24.1485,8.7855,39.8719,26.3836,7.46,23.6314,43.4881,54.662
219.4643,11.298,76.3564,17.1047,14.9567,11.5811,37.6872,5.4655,4.138,4.7755,26.7128,14.7196,68.4691,24.9848,26.2505,89.8014,26.2596,1.5717,14.2867,46.1585,28.177
219.5643,8.4373,107.044,12.7197,27.6254,14.9062,37.6239,2.6384,4.4382,11.1777,62.2149,20.267,81.1792,14.0685,14.8483,136.7762,12.9426,5.8416,6.6176,57.9827,40.4194
219.6644,7.5615,68.5907,6.6317,39.9835,19.2444,39.9959,1.8322,1.7106,19.3153,89.2245,9.5946,75.8548,15.9358,15.4052,85.7812,15.5199,13.3874,9.6992,47.5213,30.7742
219.7645,8.7368,49.8972,0.7463,17.793,19.8935,57.9317,3.3545,2.872,22.6875,110.027,15.5559,93.7202,22.9006,29.4713,157.5476,27.3782,16.6881,14.3641,0.7105,9.9926
219.8646,16.0885,74.0796,1.5522,22.0699,8.8271,44.4177,4.9526,4.6724,3.9538,10.2429,20.4297,94.6973,26.1166,26.4047,128.9273,21.9641,12.4678,17.0583,49.0258,35.8602
219.9646,9.0105,35.0569,1.9541,11.8402,15.5289,35.3097,2.9471,2.5942,13.5978,86.9149,11.0166,52.1717,18.1674,9.753,28.4468,11.4164,11.152,10.6267,28.9871,33.6693
220.0647,12.6564,61.1534,0.2592,14.1522,12.1158,20.4195,2.4059,3.5813,15.4324,76.1126,13.8363,66.0856,9.3527,38.747,254.823,17.9004,12.1759,6.8494,2.4496,45.2945
220.1648,11.0387,61.8738,6.0363,12.8133,7.9384,27.0767,1.7609,5.1609,40.7262,186.3878,8.7929,30.223,12.3165,25.9014,282.881,31.3887,15.2786,18.0824,10.626,28.5864
220.2649,4.1407,15.2743,7.1574,26.4579,16.5796,49.2622,5.2585,2.0985,35.9736,169.3366,12.5072,40.2813,21.2199,26.0402,162.9893,38.4044,20.641,20.3691,32.9147,8.5007
220.3649,14.9717,83.2502,3.4127,16.2282,18.756,61.2432,4.3665,0.4126,33.6853,153.757,7.3227,13.8436,16.1922,36.838,126.0503,26.0591,15.4515,21.4431,60.6608,53.4609
220.465,27.6299,106.898,3.7941,14.1969,20.9019,61.2177,1.3897,1.2753,12.7068,56.7489,12.438,73.7547,20.5623,11.4441,88.2832,8.6193,12.5705,28.7209,12.1181,46.2797
220.5651,24.7549,59.7851,4.8041,14.9804,11.6606,43.2518,3.0683,1.4838,17.6438,72.1973,17.6234,97.8495,27.1409,2.3579,150.5455,19.7876,11.9945,23.0753,51.0862,19.6582
220.6652,16.6846,76.3174,2.9335,28.0343,11.1722,40.3994,1.9158,0.9334,13.8625,50.1691,18.4803,71.8996,33.1438,6.8279,180.1346,32.1572,4.5512,1.7667,31.3274,40.0725
220.7652,25.8235,138.5304,4.8004,31.546,12.5137,44.9182,2.7147,2.4828,12.8187,56.0938,14.1001,60.5028,23.3859,17.9138,125.6822,35.9129,0.5673,17.7461,20.3964,32.3415
220.8653,17.8803,81.2832,10.4472,28.5935,12.0678,44.2729,5.7825,2.5628,10.864,27.0804,15.1018,72.8358,16.1739,19.4809,41.573,26.8543,10.6221,19.8512,33.4213,23.8891
220.9654,2.8431,27.0808,10.9559,18.3271,14.1416,30.3343,4.9518,2.0381,15.9255,55.3535,6.7649,46.882,15.8284,2.5487,45.7438,26.3293,14.4183,10.7798,31.4242,27.706
221.0655,4.697,2.7063,3.8525,19.1243,17.2738,48.1189,1.6635,0.746,14.819,65.6925,17.6546,87.6911,11.2396,22.8695,51.2799,43.2901,7.5225,11.4634,65.7387,19.902
221.1655,17.771,95.5525,4.8365,24.5382,19.7862,55.9603,4.6421,0.6344,20.535,86.7789,15.2386,84.2488,7.1624,5.6022,87.668,57.3485,7.977,13.4021,45.2506,40.2773
221.2656,12.1096,96.501,4.9166,21.4108,9.0312,32.6059,4.0883,3.45,11.0076,40.4409,21.4116,120.801,8.288,15.9601,45.2719,44.4022,9.0244,10.7826,27.7676,44.3078
221.3657,2.6111,36.1603,4.1922,27.9908,11.0493,37.3477,4.1136,4.2717,13.9747,73.9536,19.9939,99.0529,1.1444,21.5964,70.0568,29.5046,5.2091,7.117,26.1745,13.7837
221.4658,14.415,47.4741,6.8213,53.318,14.2968,16.0334,4.0842,1.3931,23.8616,122.993,17.6693,68.0728,13.3477,28.7255,162.1861,23.1076,9.5168,12.4536,31.3524,5.9634
221.5658,15.4217,72.235,2.7052,31.5415,12.4679,20.0337,2.7709,1.2104,29.9984,149.3599,16.5041,65.5987,24.1973,18.9909,175.6714,27.8306,13.4579,16.5044,32.7438,42.3179
221.6659,3.8378,29.8755,5.1152,41.024,13.644,34.2192,4.0813,1.4045,28.0316,133.7449,15.1959,90.6559,15.4652,2.0671,66.2738,41.5371,16.3358,20.3376,15.0985,50.4479
221.766,0.9387,16.6274,1.626,17.3539,21.3527,64.5313,3.7777,0.5554,15.7833,66.3904,8.9619,26.3872,18.6567,9.854,33.2032,27.7798,8.7317,22.215,24.6046,17.4614
221.8661,15.9122,81.6056,10.9091,36.1028,25.7951,73.4055,4.0805,2.4454,26.8722,128.1032,16.2372,79.5561,22.2018,4.8611,72.6928,23.0459,9.5703,24.633,21.4081,12.9068
221.9661,16.9462,84.4476,13.2923,44.801,25.5966,69.3296,0.4023,3.9907,21.9282,95.4634,25.451,108.8214,12.5144,2.4771,73.261,18.0986,6.3427,23.7107,41.9394,29.2218
222.0662,3.1472,33.9234,6.3923,6.1712,14.7209,23.6852,3.4251,4.75,21.8203,81.7482,19.2916,97.0888,19.5168,20.2786,183.757,7.8409,5.897,11.9156,36.3706,17.9073
222.1663,8.314,31.1626,8.8311,33.9366,12.6529,49.3361,2.8349,4.59,13.6414,62.8444,5.8289,50.4746,27.7208,28.4401,138.7976,26.1164,5.4544,1.8394,20.6018,9.7763
222.2664,20.0871,81.3664,4.9765,14.829,18.5723,52.5788,1.2327,4.3923,11.8873,71.7422,9.7983,43.9557,39.7023,2.1969,80.5471,18.8049,6.5792,12.2434,37.68,5.3947
222.3664,19.8954,73.9144,6.629,32.1253,24.8168,65.2921,1.7712,1.3005,19.4551,104.7865,6.3392,43.3128,46.6165,32.6222,59.2118,15.1794,10.2093,17.6457,47.6771,28.5594
222.4665,17.3736,80.4653,5.4679,50.131,33.0774,83.6178,2.6874,2.7192,12.7443,70.0287,27.4464,135.3034,29.7031,27.287,31.5473,23.7067,4.0578,2.7822,49.9813,24.7346
222.5666,16.2839,62.7871,3.2142,38.2609,13.6838,30.0376,1.5191,4.0451,19.4787,113.6133,32.8399,145.8144,14.4725,13.0302,148.2071,24.5021,9.3543,14.1511,51.991,10.6236
222.6667,6.1055,38.0772,6.4246,37.2089,25.419,73.5948,1.7446,4.8136,25.8774,137.914,17.7318,71.725,11.0995,26.2221,203.3206,1.8257,5.6195,12.7738,39.4182,10.7991
222.7667,5.5745,37.3995,8.1115,52.6379,25.8293,82.2846,3.5238,4.0523,19.5302,115.3302,14.7399,62.4485,17.333,34.8288,125.5456,16.1369,14.6739,10.4859,36.3027,12.9437
222.8668,13.5207,67.0935,9.7434,53.4265,14.7338,32.9893,2.627,3.552,26.9199,138.385,3.4522,20.2303,30.0092,15.996,68.6699,13.773,7.6745,12.4728,34.47,33.8201
222.9669,18.869,83.5387,6.0588,35.139,23.0307,55.0124,6.7141,2.2245,26.1379,119.8067,3.3426,37.9784,25.0585,17.9293,36.6757,11.7863,4.3818,5.3405,24.5222,79.4005
223.067,12.9465,48.4628,2.9175,29.5882,14.7692,45.4712,5.7898,1.5636,33.6542,133.9863,18.2396,71.7311,13.8754,32.5258,68.6462,15.2292,3.555,21.9024,17.3046,56.9856
223.167,11.8435,70.1868,5.8026,42.956,6.3627,13.4658,7.2924,0.4887,45.7812,187.0632,4.3844,28.8545,12.0333,12.5248,87.5381,14.9516,6.1981,27.636,9.792,22.9882
223.2671,22.3615,102.9613,6.5822,40.5815,13.9128,25.2737,8.5054,2.1802,20.0603,119.6891,29.9667,136.638,32.6492,23.7164,67.368,7.7891,10.3845,22.8804,26.9954,15.0291
223.3672,8.5837,33.5212,3.4973,18.0459,18.0442,51.3948,7.0267,4.9186,48.7545,234.5584,31.4884,157.353,18.1649,27.2028,42.9935,10.0154,16.8175,21.0857,32.7019,48.2693
223.4673,8.6405,20.9751,8.5677,52.3033,27.54,84.5214,4.6886,2.6338,33.1234,149.3581,17.0418,86.3806,4.1157,17.5636,21.9796,33.5509,15.5101,12.385,19.8625,43.6515
223.5673,4.6191,28.831,13.4318,61.4211,10.9954,34.861,4.7005,0.7205,12.2027,71.161,15.5843,52.2136,10.8099,20.6636,61.879,54.0297,15.9793,4.327,30.1201,19.3453
223.6674,11.8651,62.518,10.9839,42.8767,20.8672,58.6266,2.5819,2.0777,21.4267,89.0247,22.0959,101.3215,16.4135,37.417,62.3328,64.576,18.9054,6.1557,38.8891,9.3142
223.7675,7.4173,46.3691,8.3477,43.6824,25.7663,76.6192,2.457,2.0747,23.2449,87.0594,13.8811,59.4415,21.8122,29.8188,66.2974,48.3189,10.9966,11.6643,9.3933,28.6575
223.8676,12.3067,43.4489,8.3031,37.4387,15.7867,44.5688,4.5362,3.5221,8.7582,45.7134,10.4595,48.8756,2.5478,20.1222,110.0606,37.3213,11.0268,21.4328,18.8123,42.7121
223.9676,20.0852,95.053,8.5141,39.8944,14.5787,34.9682,2.415,3.6998,18.0674,68.8209,14.4639,60.1629,17.7666,30.2828,66.5936,32.1067,18.2094,16.5403,25.5549,37.6197
224.0677,22.4569,91.701,5.3082,8.9294,16.5316,40.0466,3.1198,2.0451,20.009,65.1736,13.6384,51.7839,18.311,31.185,27.9239,18.9129,10.0793,16.0953,17.5411,11.8152
224.1678,16.3895,53.1941,7.8825,43.7019,10.5577,32.8452,2.3428,2.5614,3.1408,33.4908,12.5869,48.1429,11.7691,10.8204,12.3661,18.006,4.5883,21.4718,29.2452,44.927
224.2679,7.8191,15.3745,5.8602,42.2103,7.9546,26.2487,4.2986,4.8906,10.4103,61.9336,18.6073,108.614,14.5256,14.9529,42.7391,25.8512,10.927,27.1643,56.0912,32.9556
224.3679,6.1757,57.4451,10.9244,72.1472,5.2805,24.8128,4.8065,5.3513,22.2902,106.8566,23.1441,110.6818,13.5105,12.5246,56.2091,32.6625,9.2524,25.9367,49.0631,26.2102
224.468,8.2346,42.3543,13.0616,66.7894,7.8334,21.8116,7.6817,1.9982,53.6735,263.3071,29.7069,125.8574,17.244,13.3361,81.2239,30.9667,3.3601,20.0356,27.3605,21.8218
224.5681,5.4607,28.7392,10.4599,46.6939,4.6112,17.3771,7.9949,1.5781,52.3933,258.175,17.3992,91.881,6.4116,24.2828,98.4052,27.4652,2.5476,22.3324,8.753,18.2486
224.6682,9.1251,60.7405,3.6152,17.3086,4.3374,23.1412,4.3257,1.0739,36.4984,176.7371,7.9554,60.742,6.3362,25.4141,94.6821,20.4617,5.5427,9.8183,25.3652,31.3113
224.7682,6.3092,75.9295,8.8525,46.3401,9.2064,40.5687,3.1327,1.8733,16.5112,86.4893,12.7116,87.1946,11.3988,40.2272,115.8504,23.3506,7.1037,10.6128,13.7418,46.8256
224.8683,6.7102,16.8138,12.3703,51.036,4.6792,18.4043,3.4716,3.606,12.219,66.7569,11.3837,77.6496,2.1358,33.8119,48.7696,20.8787,3.624,5.4003,48.2484,71.519
224.9684,9.2344,60.1345,3.0022,4.7832,3.5628,31.2558,1.788,2.1451,3.6306,10.6153,4.3452,23.1818,24.1193,13.6766,42.4331,7.9011,7.1838,2.3901,52.2669,82.5009
225.0685,7.1892,51.1888,10.9629,55.2793,20.2933,90.6937,3.1581,0.9385,4.0168,12.1121,14.9241,62.4042,29.7836,0.2885,90.2735,24.4151,7.1433,6.3729,17.076,47.6651
225.1685,19.9726,84.7827,13.4718,71.1042,39.6123,116.3129,8.5367,1.3876,16.0371,52.0514,15.7633,55.2631,22.2305,14.9921,111.4697,20.0874,7.7289,14.0718,12.8008,22.9391
225.2686,18.4586,66.5583,8.7039,46.2256,36.4798,97.8837,12.3403,1.7871,45.1175,192.1784,9.482,41.5846,13.7409,21.869,141.0339,11.2104,7.6885,16.4849,14.021,31.4701
225.3687,13.0941,32.6383,5.1246,49.0679,17.7848,61.6525,8.5738,2.1571,47.7684,218.2271,7.2669,48.4877,3.9347,19.0191,173.8388,21.7903,6.681,16.3606,20.359,49.7415
225.4688,17.9738,99.9807,2.5819,18.7117,10.6967,39.4419,7.7122,0.4698,34.9895,149.6589,7.2331,51.7574,21.4813,4.8914,140.7293,30.0339,4.9334,24.0684,27.9893,18.6566
225.5688,14.9515,103.5461,10.3095,45.7987,30.7678,88.9216,7.7139,2.6903,37.2284,155.1092,12.3159,67.7182,23.2056,7.0819,96.2785,4.5759,3.3345,22.8339,18.7593,13.4157
225.6689,7.119,30.1881,9.3913,31.9253,29.6898,89.7942,3.2743,4.2795,23.0837,106.6366,18.6034,64.7375,5.7096,19.7202,179.3545,18.3923,4.1353,33.6316,7.1705,27.1493
225.769,9.992,37.1883,7.4553,7.7571,8.3864,18.7016,4.8103,3.9896,12.1332,65.0677,15.5785,53.6074,12.2571,13.7189,159.0215,29.987,4.676,31.9552,16.963,34.305
225.8691,13.05,29.6079,2.8175,26.5637,30.3159,98.2444,2.6433,1.8046,14.9292,73.9673,3.933,11.7071,7.1909,30.7093,97.2101,24.5318,7.1719,17.6921,25.0245,28.4422
225.9691,16.4846,44.3542,4.3354,40.5881,56.3569,169.8722,6.2399,2.6051,16.9868,85.4831,2.209,26.6554,5.3028,41.4418,26.0951,29.5185,3.3832,15.9755,15.1859,29.5225
226.0692,23.5882,109.086,3.1772,24.8736,38.5426,120.8199,4.3935,3.8856,5.7218,6.5231,6.6951,40.3728,9.4511,26.5159,104.3627,40.9332,2.9928,4.8207,7.9826,13.9703
226.1693,30.04,138.7924,3.6918,18.6845,39.6091,114.7953,5.7497,3.8239,9.9539,38.9012,10.8871,57.6192,18.6201,34.6554,45.3766,40.0478,2.8539,20.6471,26.5037,33.8773
226.2694,13.8389,72.3699,8.3856,30.6348,29.2787,76.0345,4.2843,2.8341,14.8682,63.5163,12.0111,55.4882,22.444,25.4197,49.4914,34.4627,5.5147,20.4249,38.3036,7.7117
226.3694,7.788,52.3584,10.4013,25.2136,26.6272,69.6503,1.258,1.9791,23.4035,113.2801,9.7111,37.0735,21.0584,6.1278,114.3844,57.8228,8.8877,11.5557,50.68,14.7861
226.4695,17.3579,89.0874,9.0122,21.2994,13.0527,40.6578,3.7076,5.6061,29.082,138.8423,16.0935,80.0886,3.3568,5.8346,163.8086,55.7932,11.8811,2.6369,30.5319,34.3113
226.5696,15.5646,78.3887,3.4687,19.6736,8.5868,20.182,1.8373,5.1276,45.8191,220.1771,4.7278,22.0725,9.7747,9.0478,133.9153,40.2284,6.6268,4.1995,49.5143,36.9997
226.6697,11.6483,72.1371,4.2856,15.5337,17.3716,54.6083,2.262,3.3218,32.5426,146.0224,10.8762,62.5921,18.1966,17.905,207.2757,40.249,8.0059,12.0212,49.086,15.6434
226.7697,17.1814,77.6051,5.0109,11.5654,17.0923,56.6379,5.664,3.7929,32.4144,146.1411,13.9082,57.7414,30.582,27.4715,200.97,21.6004,5.1302,2.7763,31.8802,32.2284
226.8698,9.5303,48.303,8.4782,16.2714,13.7372,30.659,5.5023,1.4283,40.9233,187.3742,13.9506,34.9433,16.7479,23.0387,99.271,26.6715,11.7847,18.5502,20.2739,42.814
226.9699,7.0866,22.0486,14.275,45.5502,25.9973,74.3701,4.8495,2.5582,28.3091,143.3611,4.6623,41.2348,13.5241,24.2911,73.113,22.5528,10.5789,5.0119,13.132,27.9114
227.07,6.5261,41.3699,11.4819,43.1073,19.6364,68.5693,4.0817,2.2586,29.8352,166.0052,17.7512,90.8132,15.4573,46.416,39.9005,13.4354,3.6791,8.0176,20.5455,29.5381
227.17,14.3348,44.574,9.6138,27.0263,13.0118,39.1466,2.7687,0.8958,32.0929,150.0399,14.8376,77.1538,3.1116,52.82,55.9895,17.7341,4.1952,6.2648,58.9114,13.1886
227.2701,27.1523,120.1121,6.1683,27.2483,14.9779,41.246,5.4233,1.8766,46.8496,201.127,17.6184,90.54,24.5034,46.8755,49.1589,23.2983,4.0801,11.1743,40.4678,50.3834
227.3702,17.3642,68.3392,4.0826,20.1105,20.348,61.0696,1.4914,1.8392,25.2016,88.2271,25.9499,124.7504,23.0986,46.4837,125.5061,31.4818,7.4704,9.0477,11.2598,34.0523
